fid,objectid,poi_id,kategorie,name,anzahl_pp,markierung,sicherheit,dach,signalisation,bemerkung,gebuehr,oeffentlicher_grund,objid,bezeichnun,name_2,entstehung
"379","104907",vap104907,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"380","104970",vap104970,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"381","104969",vap104969,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"382","104968",vap104968,Zweirad,Velo,"7",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"383","104910",vap104910,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"384","104387",vap104387,Zweirad,Velo,"4",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"385","104390",vap104390,Zweirad,Motorrad,"5",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"386","8647",vap8647,Zweirad,Motorrad,"16",,,,,auf Sportanlage Heerenschürli,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"387","104486",vap104486,Zweirad,Motorrad,"12",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"388","354",vap354,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"389","7344",vap7344,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"390","9276",vap9276,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"391","9275",vap9275,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"392","104908",vap104908,Zweirad,Beide,"64",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"393","104909",vap104909,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"394","104524",vap104524,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"395","4296",vap4296,Zweirad,Beide,"36",,,,,"beim Schulhaus Luchswiesen, plus 16 in Velobox","0",öffentlicher Grund,"11",Kreis 12,12,"4"
"396","4300",vap4300,Zweirad,Beide,"62",,,,,auf Sportanlage Heerenschürli,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"397","8648",vap8648,Zweirad,Beide,"42",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"398","104906",vap104906,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"399","4295",vap4295,Zweirad,Beide,"4",,,,,<Null>,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"400","104884",vap104884,Zweirad,Beide,"64",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"401","22576",vap22576,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"402","22575",vap22575,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"403","104965",vap104965,Zweirad,Velo,"14",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"404","8618",vap8618,Zweirad,Velo,"25",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"405","104359",vap104359,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"406","104351",vap104351,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"407","3984",vap3984,Zweirad,Velo,"32",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"408","3983",vap3983,Zweirad,Velo,"22",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"409","104354",vap104354,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"410","22571",vap22571,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"411","104360",vap104360,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"412","104358",vap104358,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"413","104357",vap104357,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"414","9259",vap9259,Zweirad,Beide,"2",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"415","353",vap353,Zweirad,Beide,"9",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"416","7682",vap7682,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"417","104361",vap104361,Zweirad,Beide,"11",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"418","104977",vap104977,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"419","22570",vap22570,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"420","8325",vap8325,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"421","8324",vap8324,Zweirad,Beide,"10",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"422","104350",vap104350,Zweirad,Beide,"6",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"423","104352",vap104352,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"424","104353",vap104353,Zweirad,Beide,"34",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"425","104976",vap104976,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"426","8622",vap8622,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"427","6723",vap6723,Zweirad,Beide,"4",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"428","6724",vap6724,Zweirad,Beide,"5",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"429","104967",vap104967,Zweirad,Beide,"50",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"430","104355",vap104355,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"431","104356",vap104356,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"432","22573",vap22573,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"433","22574",vap22574,Zweirad,Beide,"16",,,,,,"0",öffentlicher Grund,"11",Kreis 12,12,"4"
"434","9283",vap9283,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"435","16375",vap16375,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"436","16374",vap16374,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"437","100670",vap100670,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"438","100669",vap100669,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"439","100667",vap100667,Zweirad,Velo,"40",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"440","100666",vap100666,Zweirad,Velo,"20",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"441","8632",vap8632,Zweirad,Velo,"18",,,,,beim Schulhaus Bläsi,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"442","8631",vap8631,Zweirad,Velo,"12",,,,,bei Migros,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"443","8630",vap8630,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"444","8628",vap8628,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"445","105032",vap105032,Zweirad,Velo,"18",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"446","105031",vap105031,Zweirad,Velo,"6",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"447","8329",vap8329,Zweirad,Velo,"48",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"448","8328",vap8328,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"449","8327",vap8327,Zweirad,Velo,"17",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"450","8344",vap8344,Zweirad,Velo,"42",,,,,bei Tramwendeschlaufe,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"451","8343",vap8343,Zweirad,Velo,"24",,,,,bei Sportanlage,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"452","3985",vap3985,Zweirad,Velo,"24",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"453","16371",vap16371,Zweirad,Velo,"25",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"454","11503",vap11503,Zweirad,Velo,"336",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"455","105030",vap105030,Zweirad,Velo,"12",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"456","21930",vap21930,Zweirad,Velo,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"457","21615",vap21615,Zweirad,Velo,"9",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"458","20980",vap20980,Zweirad,Velo,"34",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"459","11941",vap11941,Zweirad,Velo,"16",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"460","11883",vap11883,Zweirad,Velo,"56",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"461","11882",vap11882,Zweirad,Velo,"27",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"462","11913",vap11913,Zweirad,Velo,"54",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"463","12170",vap12170,Zweirad,Velo,"3",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"464","17648",vap17648,Zweirad,Velo,"10",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"465","11828",vap11828,Zweirad,Velo,"20",,,,,beim Schulhaus,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"466","11182",vap11182,Zweirad,Velo,"35",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"467","11181",vap11181,Zweirad,Velo,"20",,,,,Bushaltestelle Linie 80 Ri Altstetten,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"468","11185",vap11185,Zweirad,Velo,"60",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"469","11184",vap11184,Zweirad,Velo,"34",,,,,überdacht,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"470","13121",vap13121,Zweirad,Velo,"30",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"471","371",vap371,Zweirad,Motorrad,"6",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"472","11942",vap11942,Zweirad,Motorrad,"20",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"473","13767",vap13767,Zweirad,Beide,"14",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"474","11947",vap11947,Zweirad,Beide,"18",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"475","105024",vap105024,Zweirad,Beide,"8",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
"476","8002",vap8002,Zweirad,Beide,"20",,,,,,"0",öffentlicher Grund,"12",Kreis 10,10,"4"
